,volume,value,sojinrate,high,covolume,l_change,o_diff,marketcap,low,h_sign,chdegree,shcode,o_change,l_diff,diff,date,open,sign,h_diff,h_change,ppvolume,l_sign,changerate,fpvolume,o_sign,change,close,diff_vol
96,18368018,191638,19.43,10850,1100464,0,0.32,7303806,9470,2,195.44,000030,30,0.00,14.04,20150414,9500,2,14.57,1380,-1646647,3,2.72,449456,2,1330,10800,643.19
97,2471513,23243,19.36,9470,190672,-20,0.53,6404356,9350,2,105.19,000030,50,-0.21,1.07,20150413,9420,2,1.07,100,-56465,5,0.37,-198731,2,100,9470,-17.66
98,3001736,28141,19.39,9440,-88987,10,0.43,6336728,9320,2,103.91,000030,40,0.11,0.64,20150410,9350,2,1.40,130,603094,2,0.44,-502956,2,60,9370,107.66
99,1445509,13484,19.46,9390,-305293,-40,0.43,6296152,9290,2,62.48,000030,40,-0.43,-0.21,20150409,9370,5,0.64,60,216173,5,0.21,84001,2,20,9310,-46.72
100,2713087,25271,19.45,9380,-649947,0,0.33,6309677,9200,2,79.71,000030,30,0.00,1.41,20150408,9230,2,1.96,180,-153633,3,0.40,708822,2,130,9330,121.75
101,1223505,11205,19.35,9220,-349396,-20,0.66,6221761,9120,2,65.79,000030,60,-0.22,0.66,20150407,9200,2,0.88,80,355757,5,0.18,3038,2,60,9200,-36.74
102,1934059,17765,19.35,9320,-723856,-170,0.22,6181184,9130,2,22.81,000030,20,-1.83,-1.72,20150406,9320,5,0.22,20,1028045,5,0.29,-333856,2,160,9140,119.69
103,880361,8170,19.39,9330,-51485,10,0.43,6289389,9220,2,97.53,000030,40,0.11,0.98,20150403,9250,2,1.30,120,161956,2,0.13,-57732,2,90,9300,-48.25
104,1701236,15698,19.40,9290,-410996,-70,0.00,6228524,9200,2,42.24,000030,0,-0.76,-0.65,20150402,9270,5,0.22,20,820807,5,0.25,-310361,3,60,9210,3.79
105,1639053,15224,19.45,9390,-325333,-150,0.00,6269100,9230,2,48.38,000030,0,-1.60,-1.17,20150401,9380,5,0.11,10,602661,5,0.24,-268645,3,110,9270,-27.10
106,2248349,21052,19.49,9430,292608,0,0.43,6343491,9310,2,64.14,000030,40,0.00,0.75,20150331,9350,2,1.29,120,11807,3,0.33,-336235,2,70,9380,0.61
107,2234752,20772,19.54,9460,95463,-170,0.00,6296152,9220,2,43.44,000030,0,-1.81,-0.85,20150330,9390,5,0.75,70,354313,5,0.33,-354178,3,80,9310,-6.68
108,2394633,22398,19.59,9410,225805,-30,0.43,6350254,9290,2,109.27,000030,40,-0.32,0.75,20150327,9360,2,0.97,90,-320537,5,0.35,33839,2,70,9390,-3.81
109,2489511,23124,19.59,9340,-420882,-30,0.00,6302914,9180,2,70.89,000030,0,-0.33,1.19,20150326,9210,2,1.41,130,1733,5,0.37,426963,3,110,9320,-42.36
110,4318770,40117,19.52,9480,-2147442,-240,-0.32,6228524,9200,2,32.47,000030,-30,-2.54,-2.44,20150325,9410,5,0.42,40,1949642,5,0.64,218152,5,230,9210,6.08
111,4071321,38357,19.49,9670,-1819970,-280,0.10,6384068,9330,2,42.97,000030,10,-2.91,-1.77,20150324,9620,5,0.62,60,1600762,5,0.60,258086,2,170,9440,47.03
112,2768987,26644,19.45,9760,-1054177,-170,-0.10,6499035,9590,3,37.57,000030,-10,-1.74,-1.54,20150323,9750,5,0.00,0,850993,5,0.41,403007,5,150,9610,-25.44
113,3713913,36167,19.39,9920,-1100665,-300,-0.70,6600477,9640,5,51.54,000030,-70,-3.02,-1.81,20150320,9870,5,-0.20,-20,715542,5,0.55,400585,5,180,9760,-9.68
114,4112165,40970,19.34,10250,-1048919,-190,1.49,6722207,9860,2,46.65,000030,150,-1.89,-1.09,20150319,10200,5,1.99,200,403036,5,0.61,610692,2,110,9940,69.48
115,2426394,24567,19.25,10250,412709,-100,0.00,6796598,10000,2,127.70,000030,0,-0.99,-0.50,20150318,10100,5,1.49,150,-454861,5,0.36,31200,3,50,10050,-49.83
116,4836100,48199,19.25,10100,700899,10,0.72,6830412,9710,2,215.41,000030,70,0.10,4.12,20150317,9770,2,4.12,400,-1158650,2,0.72,530418,2,400,10100,81.23
117,2668446,25769,19.17,9750,284118,-50,0.32,6559900,9420,2,169.59,000030,30,-0.53,2.43,20150316,9500,2,2.96,280,-444394,5,0.39,153765,2,230,9700,46.95
118,1815882,17184,19.15,9540,222999,-60,0.53,6404356,9390,2,72.23,000030,50,-0.63,0.21,20150313,9500,2,0.95,90,-218514,5,0.27,6787,2,20,9470,-64.61
119,5130747,48720,19.15,9630,1047299,0,0.44,6390831,9140,2,167.43,000030,40,0.00,3.39,20150312,9180,2,5.36,490,-976446,3,0.76,78590,2,310,9450,257.64
120,1434623,13133,19.14,9200,-422116,-110,-1.19,6181184,9120,5,89.66,000030,-110,-1.19,-0.98,20150311,9120,5,-0.33,-30,260751,5,0.21,157563,5,90,9140,-1.96
121,1463281,13530,19.11,9330,-411390,-80,0.00,6242049,9220,2,34.14,000030,0,-0.86,-0.75,20150310,9300,5,0.32,30,387635,5,0.22,26023,3,70,9230,25.92
122,1162064,10824,19.11,9390,-140045,-40,0.54,6289389,9270,2,54.85,000030,50,-0.43,-0.11,20150309,9360,5,0.86,80,294344,5,0.17,-101190,2,10,9300,-37.04
123,1845649,17199,19.12,9460,-753041,-130,0.32,6296152,9280,2,42.56,000030,30,-1.38,-1.06,20150306,9440,5,0.53,50,859563,5,0.27,-108110,2,100,9310,100.47
124,920640,8655,19.14,9460,24908,-90,0.00,6363779,9350,2,99.28,000030,0,-0.95,-0.32,20150305,9440,5,0.21,20,-15290,5,0.14,7477,3,30,9410,38.81
125,663250,6281,19.14,9530,-83949,-80,-0.11,6384068,9420,2,81.16,000030,-10,-0.84,-0.63,20150304,9490,5,0.32,30,50899,5,0.10,28050,5,60,9440,-64.31
126,1858136,17543,19.13,9540,337628,-40,0.11,6424645,9260,2,109.00,000030,10,-0.43,2.15,20150303,9310,2,2.58,240,-358253,5,0.27,-94202,2,200,9500,1.46
127,1831355,17091,19.14,9470,-616740,-190,-0.32,6289389,9290,5,35.46,000030,-30,-2.00,-1.90,20150302,9450,5,-0.11,-10,276802,5,0.27,384451,5,180,9300,16.59
128,1570805,14900,19.08,9600,-324687,-190,-0.52,6411119,9420,5,78.02,000030,-50,-1.98,-1.35,20150227,9560,5,-0.10,-10,372247,5,0.23,-27964,5,130,9480,-14.95
129,1846848,17634,19.08,9620,65920,-130,0.00,6499035,9480,2,111.33,000030,0,-1.35,0.00,20150226,9610,3,0.10,10,-33433,5,0.27,-51485,3,0,9610,33.97
130,1378530,13239,19.09,9650,304925,-20,0.10,6499035,9530,2,128.49,000030,10,-0.21,0.63,20150225,9560,2,1.05,100,-255822,5,0.20,-41216,2,60,9610,42.40
131,968039,9226,19.10,9600,-65133,-70,0.00,6458458,9480,2,75.62,000030,0,-0.73,0.00,20150224,9550,3,0.52,50,-102776,5,0.14,178080,3,0,9550,-30.98
132,1402461,13411,19.07,9640,-4256,0,0.74,6458458,9510,2,131.85,000030,70,0.00,0.42,20150223,9580,2,1.37,130,41856,3,0.21,-28180,2,40,9550,17.56
133,1193000,11285,19.08,9520,361204,-50,0.00,6431407,9310,2,200.82,000030,0,-0.53,1.60,20150217,9360,2,1.71,160,-449926,5,0.18,81837,3,150,9510,-1.13
134,1206684,11357,19.06,9460,286188,-30,0.00,6329966,9320,2,106.17,000030,0,-0.32,0.11,20150216,9350,2,1.18,110,-176600,5,0.18,-59382,3,10,9360,-37.80
135,1940137,18015,19.07,9380,443325,40,0.55,6323203,9140,2,170.22,000030,50,0.44,2.75,20150213,9150,2,3.08,280,-538045,2,0.29,92496,2,250,9350,47.07
136,1319227,12062,19.06,9210,435011,-100,0.00,6154133,9070,2,112.29,000030,0,-1.09,-0.76,20150212,9170,5,0.44,40,-18808,5,0.20,-336141,3,70,9100,-16.55
137,1580939,14479,19.11,9210,209025,-60,-0.22,6201473,9100,2,128.59,000030,-20,-0.66,0.11,20150211,9140,2,0.55,50,223735,5,0.23,-433062,5,10,9170,7.28
138,1473622,13435,19.18,9240,-69974,-120,0.65,6194710,9060,2,66.59,000030,60,-1.31,-0.22,20150210,9240,5,0.65,60,343088,5,0.22,-305267,2,20,9160,-13.62
139,1705990,15691,19.22,9270,71955,-20,0.44,6208235,9120,2,74.37,000030,40,-0.22,0.44,20150209,9180,2,1.42,130,-62992,5,0.25,9300,2,40,9180,-0.53
140,1715100,15645,19.22,9210,-387585,-70,0.22,6181184,9050,2,67.05,000030,20,-0.77,0.22,20150206,9140,2,0.99,90,339698,5,0.25,48325,2,20,9140,-43.17
141,3017892,27685,19.21,9440,-276572,-420,-0.74,6167659,9080,5,66.14,000030,-70,-4.42,-4.00,20150205,9430,5,-0.63,-60,676293,5,0.45,-351220,5,380,9120,-32.98
142,4502889,43068,19.26,9680,-117161,100,1.51,6424645,9400,2,154.08,000030,140,1.08,2.15,20150204,9440,2,4.09,380,-69,2,0.67,48184,2,200,9500,-8.07
143,4898231,45084,19.26,9390,152241,20,0.45,6289389,8900,2,152.63,000030,40,0.23,4.73,20150203,8920,2,5.74,510,-738289,2,0.72,566584,2,420,9300,273.04
144,1313059,11607,19.17,8890,-554295,-50,-0.11,6005352,8750,2,52.32,000030,-10,-0.57,0.91,20150202,8790,2,1.02,90,222177,5,0.19,327738,5,80,8880,-24.97
145,1750085,15415,19.13,8870,-540968,-70,0.34,5951250,8760,2,86.89,000030,30,-0.79,-0.34,20150130,8860,5,0.45,40,105678,5,0.26,435870,2,30,8800,-8.83
146,1919552,16896,19.06,8870,-452220,-60,-0.11,5971538,8720,2,70.04,000030,-10,-0.68,0.57,20150129,8770,2,1.03,90,136312,5,0.28,319260,5,50,8830,-36.95
147,3044373,26723,19.01,8920,-1667677,-200,-0.79,5937724,8710,2,29.96,000030,-70,-2.24,-1.46,20150128,8840,5,0.11,10,1539483,5,0.45,70973,5,130,8780,18.66
148,2565615,22942,19.00,9160,-783253,-280,0.00,6025640,8860,2,45.62,000030,0,-3.06,-2.52,20150127,9140,5,0.22,20,1053969,5,0.38,-305708,3,230,8910,125.90
149,1135707,10369,19.05,9230,-57545,-60,0.00,6181184,9050,2,106.12,000030,0,-0.66,0.33,20150126,9110,2,1.32,120,75042,5,0.17,-21226,3,30,9140,-31.01
150,1646183,15044,19.05,9240,-195788,20,1.33,6160896,9040,2,105.57,000030,120,0.22,1.00,20150123,9140,2,2.44,220,48031,2,0.24,195828,2,90,9110,19.39
151,1378832,12501,19.02,9150,-442099,-80,0.00,6100031,9020,2,76.73,000030,0,-0.88,-0.88,20150122,9100,5,0.55,50,217381,5,0.20,216939,3,80,9020,-25.65
152,1854493,16779,18.99,9210,-357053,-150,0.33,6154133,8950,2,77.90,000030,30,-1.65,0.00,20150121,9130,3,1.21,110,283350,5,0.27,13867,2,0,9100,-5.88
153,1970443,17847,18.99,9170,201443,-40,0.00,6154133,8910,2,128.37,000030,0,-0.45,1.68,20150120,8950,2,2.46,220,-299550,5,0.29,67476,3,150,9100,30.71
154,1507477,13561,18.98,9100,-527889,50,0.79,6052691,8910,2,62.57,000030,70,0.56,1.02,20150119,8930,2,2.71,240,165835,2,0.22,346590,2,90,8950,-52.92
155,3201718,28318,18.93,9020,-1077218,-290,-0.99,5991826,8760,5,44.74,000030,-90,-3.20,-2.10,20150116,8960,5,-0.33,-30,313427,5,0.47,664750,5,190,8860,11.00
156,2884385,26173,18.83,9200,-901799,-220,-0.33,6120319,9000,5,35.95,000030,-30,-2.39,-1.84,20150115,9190,5,-0.22,-20,380744,5,0.43,522325,5,170,9050,20.21
157,2399519,22205,18.75,9420,-913931,-200,0.00,6235287,9190,2,31.00,000030,0,-2.13,-1.81,20150114,9390,5,0.32,30,634426,5,0.35,151666,3,170,9220,73.81
158,1380551,12999,18.73,9490,-596481,-60,0.21,6350254,9320,2,51.43,000030,20,-0.64,0.11,20150113,9400,2,1.17,110,84472,5,0.20,502404,2,10,9390,-4.75
159,1449448,13639,18.66,9540,-361370,-200,-0.63,6343491,9360,5,38.30,000030,-60,-2.09,-1.88,20150112,9500,5,-0.21,-20,384840,5,0.21,-3578,5,180,9380,-16.60
160,1737936,16670,18.66,9660,-33006,-20,1.05,6465221,9510,2,123.87,000030,100,-0.21,0.31,20150109,9630,2,1.36,130,-99402,5,0.26,134166,2,30,9560,-19.79
161,2166767,20622,18.64,9620,-159659,10,0.21,6444933,9410,2,104.01,000030,20,0.11,1.38,20150108,9420,2,2.34,220,-71517,2,0.32,240341,2,130,9530,29.02
162,1679442,15804,18.60,9510,-291626,-70,-0.64,6357017,9370,2,61.77,000030,-60,-0.74,-0.42,20150107,9380,5,0.74,70,428569,5,0.25,-160884,5,40,9400,-35.90
163,2619991,24832,18.62,9580,-592707,-220,-1.14,6384068,9410,5,57.54,000030,-110,-2.28,-1.97,20150106,9520,5,-0.52,-50,242347,5,0.39,338587,5,190,9440,-26.48
164,3563551,34207,18.57,9760,-986246,-260,-0.41,6512561,9530,5,35.95,000030,-40,-2.66,-1.63,20150105,9750,5,-0.31,-30,418122,5,0.53,536338,5,160,9630,22.11
165,2918197,28668,18.49,10000,-998631,-240,0.00,6620765,9760,3,40.86,000030,0,-2.40,-2.10,20150102,10000,5,0.00,0,933261,5,0.43,85223,3,210,9790,-31.94
166,4287706,43070,18.48,10350,-1835048,-280,0.49,6762784,9970,2,37.06,000030,50,-2.73,-2.44,20141230,10300,5,0.98,100,1440038,5,0.63,362680,2,250,10000,20.42
167,3560765,36998,18.43,10700,-2101705,-800,-3.18,6931853,10200,5,22.10,000030,-350,-7.27,-6.82,20141229,10650,5,-2.73,-300,2288267,5,0.53,-84059,5,750,10250,-5.18
168,3755465,41324,18.44,11150,697865,-50,0.46,7439062,10800,2,196.36,000030,50,-0.46,1.38,20141226,10900,2,2.76,300,-762121,5,0.56,-1987,2,150,11000,143.19
169,1544248,16670,18.46,10900,-204985,-50,0.47,7337620,10700,2,86.39,000030,50,-0.47,0.93,20141224,10800,2,1.40,150,-88471,5,0.23,103230,2,100,10850,-41.73
170,2650353,28647,18.45,10950,296561,0,0.94,7269992,10650,2,115.33,000030,100,0.00,0.94,20141223,10750,2,2.82,300,-59838,3,0.39,-269919,2,100,10750,24.71
171,2125297,22634,18.49,10750,236940,0,1.44,7202365,10450,2,181.99,000030,150,0.00,1.91,20141222,10600,2,2.87,300,-102009,3,0.31,-173307,2,200,10650,5.01
172,2023814,21130,18.53,10550,79762,50,1.47,7067109,10250,2,107.50,000030,150,0.49,2.45,20141219,10350,2,3.43,350,-294114,2,0.30,213480,2,250,10450,-5.51
173,2141838,21894,18.50,10400,-71611,-100,1.47,6898039,10100,2,61.82,000030,150,-0.98,0.00,20141218,10350,3,1.96,200,237296,5,0.32,-156798,2,0,10200,42.62
174,1501746,15393,18.53,10400,61049,-150,0.00,6898039,10200,2,49.67,000030,0,-1.45,-1.45,20141217,10350,5,0.48,50,372810,5,0.22,-463156,3,150,10200,-17.24
175,1814483,18623,18.60,10350,246466,-200,-0.97,6999481,10150,3,132.98,000030,-100,-1.93,0.00,20141216,10250,3,0.00,0,170336,5,0.27,-416460,5,0,10350,46.17
176,1241367,12729,18.67,10400,97703,-150,-0.98,6999481,10100,2,171.51,000030,-100,-1.46,0.98,20141215,10150,2,1.46,150,187267,5,0.18,-306067,5,100,10350,-67.17
177,3781038,38960,18.73,10500,-710591,-250,0.48,6931853,10150,2,61.01,000030,50,-2.40,-1.44,20141212,10450,5,0.96,100,1196741,5,0.56,-452041,2,150,10250,60.23
178,2359755,24586,18.80,10550,226778,-150,-0.96,7033295,10300,2,70.96,000030,-100,-1.44,-0.48,20141211,10350,5,0.96,100,477799,5,0.35,-703558,5,50,10400,24.09
179,1901601,20058,18.90,10750,557986,-250,0.00,7067109,10450,2,38.83,000030,0,-2.34,-2.34,20141210,10700,5,0.47,50,360373,5,0.28,-863600,3,250,10450,27.39
180,1492712,15980,19.03,10800,-206080,-100,0.00,7236179,10650,2,70.09,000030,0,-0.93,-0.47,20141209,10750,5,0.47,50,452347,5,0.22,-161760,3,50,10700,7.95
181,1382719,14962,19.05,10950,-191714,-150,0.46,7269992,10700,2,57.06,000030,50,-1.38,-0.92,20141208,10900,5,0.92,100,324078,5,0.20,-113067,2,100,10750,-39.65
182,2291141,25048,19.07,11050,-182246,-250,-0.45,7337620,10750,2,79.39,000030,-50,-2.27,-1.36,20141205,10950,5,0.45,50,313876,5,0.34,-142616,5,150,10850,-29.82
183,3264656,35821,19.09,11250,23825,-300,0.00,7439062,10850,2,77.11,000030,0,-2.69,-1.35,20141204,11150,5,0.90,100,502369,5,0.48,-563540,3,150,11000,20.71
184,2704522,29768,19.17,11150,535445,-50,0.47,7540504,10650,2,231.85,000030,50,-0.47,4.21,20141203,10750,2,4.21,450,-663862,5,0.40,139320,2,450,11150,15.60
185,2339578,24956,19.15,10800,-740230,-50,0.00,7236179,10500,2,70.49,000030,0,-0.47,1.42,20141202,10550,2,2.37,250,193730,5,0.35,570286,3,150,10700,-2.95
186,2410647,25708,19.07,10950,-712126,-150,0.93,7134737,10550,2,38.90,000030,100,-1.40,-1.40,20141201,10800,5,2.34,250,674231,5,0.36,43878,2,150,10550,-1.92
187,2457719,26406,19.06,10900,-434834,-150,-0.47,7236179,10600,2,66.35,000030,-50,-1.40,-0.47,20141128,10700,5,1.40,150,346750,5,0.36,115403,5,50,10700,-49.98
188,4913051,52896,19.05,11100,-1241803,-500,-0.45,7269992,10650,5,62.99,000030,-50,-4.48,-3.59,20141127,11100,5,-0.45,-50,1447836,5,0.73,-314244,5,400,10750,119.79
189,2235325,24871,19.09,11250,-376003,-100,0.00,7540504,11050,2,63.55,000030,0,-0.90,0.00,20141126,11150,3,0.90,100,328819,5,0.33,19500,3,0,11150,-38.35
190,3625556,40749,19.10,11450,-978877,-200,0.44,7540504,11150,2,43.78,000030,50,-1.76,-1.76,20141125,11400,5,0.88,100,1043588,5,0.54,-82039,2,200,11150,-6.79
191,3889517,44269,19.11,11550,-80264,-50,1.33,7675760,11250,2,83.94,000030,150,-0.44,0.44,20141124,11450,2,2.21,250,427691,5,0.58,-367363,2,50,11350,-38.52
192,6326615,72410,19.16,11700,-532349,-150,-0.44,7641946,11250,2,78.72,000030,-50,-1.32,-0.88,20141121,11350,5,2.63,300,874048,5,0.94,-313522,5,100,11300,-58.61
193,15286812,173744,19.21,11950,-2970481,-1950,-9.16,7709573,11150,5,68.08,000030,-1200,-14.89,-12.98,20141120,11900,5,-8.78,-1150,4062655,5,2.26,-1137579,5,1700,11400,4008.65
194,372064,4876,19.36,15400,-44926,-2300,0.00,8859247,13100,3,0.00,000030,0,-14.94,-14.94,20141119,15400,4,0.00,0,-15668,5,0.06,60591,3,2300,13100,0.00
